id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval
518,Lasso,Mint Discs,Putter,19,3,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Lasso&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000389.webp,lasso,mint-discs,putter,overstable,#FFFFFF,#F4933E,176,21.2,1.9,1.2,17.8,1.7,5.7,34,10.8,,,,23-124,"Apr 27, 2023"
519,Launch,Vibram,Midrange,18,5,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=launch&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2142826.webp,launch,vibram,midrange,stable,#FFDC2D,#9A7D2C,,,,,,,,,,,,,,
520,Lawin,Other,Distance Driver,15,12,6,-3,2,Stable,https://www.marshallstreetdiscgolf.com/product/max-grip-lawin,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000150.webp,lawin,other,distance-driver,stable,#000000,#E5FFAA,,,,,,,,,,,,,,
521,Legenda,Prodiscus,Distance Driver,15,13,4,-1,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=legenda&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2992592.webp,legenda,prodiscus,distance-driver,overstable,#32E65C,#5435A9,174.3,21,1.5,1.1,16.3,2.4,5.2,26.75,5.44,,,,11-38,"Oct 25, 2011"
522,Leopard,Innova,Fairway Driver,17,6,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=leopard&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6718915.webp,leopard,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
523,Leopard3,Innova,Fairway Driver,17,7,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=leopard3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6718917.webp,leopard3,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
524,Leviathan,Other,Midrange,18,5,4,-4,0,Understable,https://www.marshallstreetdiscgolf.com/?s=leviathan&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000071.webp,leviathan,other,midrange,understable,#000000,#E5FFAA,,,,,,,,,,,,,,
525,Lift,Streamline,Fairway Driver,17,9,5,-2,1.5,Stable,https://www.marshallstreetdiscgolf.com/?s=lift&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010113.webp,lift,streamline,control-driver,stable,#012219,#ACFFBA,,,,,,,,,,,,,,
526,Ling,Yikun,Putter,19,2,3,-3,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=ling&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000228.webp,ling,yikun,putter,very-understable,#006A6E,#FF6F8C,,,,,,,,,,,,,,
527,Link,Discmania,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=link&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010105.webp,link,discmania,putter,stable,#FFA813,#9A0C0C,176,21.2,1.9,1.5,19.1,1,7,71,7.84,,,,19-46,"May 23, 2019"
528,Lion,Innova,Midrange,18,5,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=15&post_type=product&s=lion&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010127.webp,lion,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
529,Lobster,Mint Discs,Midrange,18,5,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=lobster&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000233.webp,lobster,mint-discs,midrange,understable,#FFFFFF,#F4933E,178.5,21.5,1.8,1.3,18.6,1.4,6,47.5,7.16,,,,22-63,"Apr 25, 2022"
530,Locust,Above Ground Level,Fairway Driver,17,9,4,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=Locust&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000120.webp,locust,above-ground-level,control-driver,overstable,#CFFF30,#000000,176,21.2,1.6,1.1,17.2,2,5.2,29.75,10.8,,,,20-55,"Jun 23, 2020"
531,Logic,Discmania,Putter,19,3,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=logic&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000099.webp,logic,discmania,putter,stable,#FFA813,#9A0C0C,176,21.2,1.9,1.3,19,1.1,6.1,55,11.59,,,,21-32,"Mar 22, 2021"
532,Lone Wolf,Lone Star Discs,Midrange,18,5,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=Lone+Wolf&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000294.webp,lone-wolf,lone-star-discs,midrange,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
533,Long,Yikun,Control Driver,16,10,5,-1,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Long&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000225.webp,long,yikun,hybrid-driver,overstable,#006A6E,#FF6F8C,,,,,,,,,,,,,,
534,Longbowman,Westside Discs,Fairway Driver,17,9,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=longbowman&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8258814.webp,longbowman,westside-discs,control-driver,overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,
535,Longhorn,Mint Discs,Control Driver,16,11,4,-1,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=Longhorn&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000039.webp,longhorn,mint-discs,hybrid-driver,overstable,#FFFFFF,#F4933E,176.8,21.3,1.5,1.2,17,2.1,5.6,31,9.89,,,,20-68,"Aug 12, 2020"
536,Lots,Kastaplast,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/product/k1-lots,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000003.webp,lots,kastaplast,control-driver,stable,#000000,#21F1B9,175.1,21.1,1.5,1.1,17.3,1.9,5.2,29.5,10.23,,,,20-01,"Jan 16, 2020"
537,Lotus,Clash Discs,Fairway Driver,17,8,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Lotus&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000353.webp,lotus,clash-discs,control-driver,stable,#FF93E9,#2516FF,177.6,21.4,1.6,1.3,17.6,1.9,6.1,32.5,9.09,,,,23-88,"Mar 23, 2023"
538,Love,Jester Disc Golf,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?cat_ids%5B%5D=104136&post_type=product&s=love&variation_toggle=1,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000429.webp,love,jester-disc-golf,putter,stable,#FFF172,#0E887C,176,21.2,2,1.5,19,1.1,7.1,59,7.16,,,,23-7,"Jan 9, 2023"
539,Lu,Yikun,Distance Driver,15,14,5,-1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=lu&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8458813.webp,lu,yikun,distance-driver,overstable,#006A6E,#FF6F8C,,,,,,,,,,,,,,
540,Lucky,Crosslap,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=Lucky&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8258813.webp,lucky,crosslap,midrange,understable,#FF190C,#88BE47,,,,,,,,,,,,,,
541,Luna,Discraft,Putter,19,3,3,0,3,Stable,https://www.marshallstreetdiscgolf.com/?s=luna&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010339.webp,luna,discraft,putter,stable,#FF3737,#000000,175.1,21.1,2,1.4,18.9,1.1,6.6,68.5,12.13,,,,18-96,"Dec 28, 2018"
542,Lynx,Innova,Fairway Driver,17,7,6,-2,1,Understable,,,lynx,innova,control-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
543,M Model S,Prodigy,Midrange,18,6,4,0,3,Stable,https://www.marshallstreetdiscgolf.com/?s=M+Model+S&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000022.webp,m-model-s,prodigy,midrange,stable,#000000,#10A259,,,,,,,,,,,,,,
544,M Model US,Prodigy,Midrange,18,4,5,-1,1,Understable,https://www.marshallstreetdiscgolf.com/,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000047.webp,m-model-us,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,
545,M1,Prodigy,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=prodigy+m1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1928201.webp,m1,prodigy,midrange,overstable,#000000,#10A259,,,,,,,,,,,,,,
546,M2,Prodigy,Midrange,18,5,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=prodigy+m2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1821647.webp,m2,prodigy,midrange,overstable,#000000,#10A259,,,,,,,,,,,,,,
547,M3,Prodigy,Midrange,18,5,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=%22M3%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1028291.webp,m3,prodigy,midrange,stable,#000000,#10A259,,,,,,,,,,,,,,
548,M4,Prodigy,Midrange,18,5,5,-1,1,Understable,https://www.marshallstreetdiscgolf.com/?s=prodigy+m4&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1841647.webp,m4,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,
549,M5,Prodigy,Midrange,18,5,5,-3,1,Understable,,,m5,prodigy,midrange,understable,#000000,#10A259,,,,,,,,,,,,,,
550,MD,Discmania,Midrange,18,4,5,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=md&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6677127.webp,md,discmania,midrange,understable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
551,MD1,Discmania,Midrange,18,5,6,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=MD1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000269.webp,md1,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
552,MD2 (OOP),Discmania,Midrange,18,4,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=md2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1830181.webp,md2-oop,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
553,MD3,Discmania,Midrange,18,5,5,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=MD3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000135.webp,md3,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
554,MD3X,Discmania,Midrange,18,5,5,0,2,Stable,,,md3x,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
555,MD4,Discmania,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=md4&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000447.webp,md4,discmania,midrange,overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
556,MD5,Discmania,Midrange,18,5,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=MD5&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000343.webp,md5,discmania,midrange,very-overstable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
557,MR-5 Skylark,Disctroyer,Midrange,18,5,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Skylark&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000176.webp,mr-5-skylark,disctroyer,midrange,stable,#4D144D,#A45656,,,,,,,,,,,,,,
558,MX-1,Prodigy,Midrange,18,5,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=MX-1&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5494901.webp,mx-1,prodigy,midrange,very-overstable,#000000,#10A259,,,,,,,,,,,,,,
559,MX-2,Prodigy,Midrange,18,5,4,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=MX-2&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000435.webp,mx-2,prodigy,midrange,very-overstable,#000000,#10A259,,,,,,,,,,,,,,
560,MX-3,Prodigy,Midrange,18,5,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=MX-3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010108.webp,mx-3,prodigy,midrange,stable,#000000,#10A259,,,,,,,,,,,,,,
561,Mace,Latitude 64,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=mace&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5628377.webp,mace,latitude-64,midrange,overstable,#FFFFFF,#F40909,180.9,21.8,2.1,1.3,19.2,1.3,6,38.75,8.39,,,,13-21,"Mar 4, 2013"
562,Machete,Discraft,Control Driver,16,11,4,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=machete&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529006.webp,machete,discraft,hybrid-driver,overstable,#FF3737,#000000,175.1,21.1,1.6,1.1,16.8,2.1,5.2,30.5,12.13,,,,17-30,"Mar 15, 2017"
563,Mad Cat,Lone Star Discs,Fairway Driver,17,9,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Mad+CAt&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000282.webp,mad-cat,lone-star-discs,control-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,
564,Madrone,Above Ground Level,Putter,19,3,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Madrone&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000124.webp,madrone,above-ground-level,putter,stable,#CFFF30,#000000,174.3,21,2.2,1.7,19,1,8.1,83.5,8.16,,,,18-81,"Nov 23, 2018"
565,Maestro,Discmania,Midrange,18,4,3,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=maestro&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000035.webp,maestro,discmania,midrange,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
566,Magic,Gateway,Putter,19,2,3,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=magic&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8656430.webp,magic,gateway,putter,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,
567,Magician,Discmania,Fairway Driver,17,6,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Magician&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000032.webp,magician,discmania,control-driver,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
568,Magnet,Discraft,Putter,19,2,3,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=magnet&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9389862.webp,magnet,discraft,putter,stable,#FF3737,#000000,176,21.2,2,1.4,19.6,0.8,6.6,47.75,8.85,,,,93-06,"Jul 14, 1993"
569,Magnolia,Above Ground Level,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=Magnolia&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000121.webp,magnolia,above-ground-level,midrange,overstable,#CFFF30,#000000,180.9,21.8,2,1.2,19,1.4,5.5,45.5,10.23,,,,19-16,"Feb 13, 2019"
570,Maiden,Westside Discs,Putter,19,3,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Maiden&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9398899.webp,maiden,westside-discs,putter,stable,#FFFFFF,#014E13,,,,,,,,,,,,,,
571,Majesty,Discmania,Distance Driver,15,13,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Majesty&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000074.webp,majesty,discmania,distance-driver,stable,#FFA813,#9A0C0C,174.3,21,1.7,1.2,16.2,2.4,5.7,27.25,10.34,,,,20-90,"Nov 27, 2020"
572,Mako,Innova,Midrange,18,4,5,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=mako&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3634535.webp,mako,innova,midrange,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
573,Mako3,Innova,Midrange,18,5,5,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=mako3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3334535.webp,mako3,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,
574,Malita,Discraft,Midrange,18,5,5,-1,1,Stable,,,malita,discraft,midrange,stable,#FF3737,#000000,,,,,,,,,,,,,,
575,Malm,Kastaplast,Control Driver,16,10,4,0,2.5,Overstable,https://www.marshallstreetdiscgolf.com/?s=malm&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000501.webp,malm,kastaplast,hybrid-driver,overstable,#000000,#21F1B9,176,21.2,1.9,1.1,17.3,2,5.2,30.75,9.55,,,,24-231,"Dec 30, 2024"
576,Malta,Discraft,Midrange,18,5,4,1,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=malta&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000013.webp,malta,discraft,midrange,overstable,#FF3737,#000000,,,,,,,,,,,,,,
577,Mamba,Innova,Control Driver,16,11,6,-5,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=mamba&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9410395.webp,mamba,innova,hybrid-driver,very-understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
578,Mammoth,Daredevil Discs,Distance Driver,15,9,4,-1,5,Overstable,https://www.marshallstreetdiscgolf.com/product/mammoth,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9410396.webp,mammoth,daredevil-discs,distance-driver,overstable,#FFFFFF,#515151,175.1,21.1,1.7,1.2,17.1,2,5.7,29.25,5.22,,,,14-85,"Oct 31, 2014"
579,Mana,Thought Space Athletics,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=%22Mana%22&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000190.webp,mana,thought-space-athletics,midrange,understable,#000000,#FF770E,178.5,21.5,1.8,1.4,18.6,1.4,6.5,53.5,8.3,,,,22-32,"Mar 7, 2022"
580,Mango,Clash Discs,Midrange,18,5,4,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Mango&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000210.webp,mango,clash-discs,midrange,very-overstable,#FF93E9,#2516FF,177.6,21.4,1.8,1.4,18.7,1.4,6.5,44.25,8.41,,,,21-128,"Nov 22, 2021"
581,Manta,Innova,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=manta&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1001109.webp,manta,innova,midrange,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,
582,Mantis,Discraft,Fairway Driver,17,8,4,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=mantis&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010109.webp,mantis,discraft,control-driver,understable,#FF3737,#000000,,,,,,,,,,,,,,
583,Mantra,Thought Space Athletics,Fairway Driver,17,9,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=mantra&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000076.webp,mantra,thought-space-athletics,control-driver,understable,#000000,#FF770E,176,21.2,1.7,1.2,17.1,2,5.7,32,9.09,,,,19-69,"Oct 17, 2019"
584,Manzanita,Above Ground Level,Putter,19,3,3,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Manzanita&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000123.webp,manzanita,above-ground-level,putter,stable,#CFFF30,#000000,174.3,21,2.1,1.6,18.7,1.1,7.6,67,9.41,,,,18-82,"Nov 23, 2018"
585,Maple,Above Ground Level,Approach Discs,20,4,2,0,2,Overstable,,,maple,above-ground-level,approach-discs,overstable,#CFFF30,#000000,,,,,,,,,,,,,,
586,Marlin,Neptune Discs,Fairway Driver,17,7,5,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Marlin&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000403.webp,marlin,neptune-discs,control-driver,very-understable,#1F73E1,#F1CE42,,,,,,,,,,,,,,
587,Mars Rover,Millennium,Midrange,18,5,6,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=mars+rover&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000488.webp,mars-rover,millennium,midrange,very-understable,#000000,#FF0974,,,,,,,,,,,,,,
588,Marshal,Dynamic Discs,Putter,19,3,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=MArshal&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8026096.webp,marshal,dynamic-discs,putter,stable,#FFFFFF,#0082F4,176,21.2,2,1.6,19.1,1.1,7.5,67,11.57,,,,16-23,"Mar 2, 2016"
589,Marvel,Birdie,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=marvel&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000129.webp,marvel,birdie,putter,stable,#1D096C,#FFB381,,,,,,,,,,,,,,
590,Matrix,MVP,Midrange,18,5,4,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=matrix&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8062097.webp,matrix,mvp,midrange,stable,#000000,#9BF2FF,,,,,,,,,,,,,,
591,Maul,Latitude 64,Fairway Driver,17,7,7,-2,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Maul&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8026097.webp,maul,latitude-64,control-driver,very-understable,#FFFFFF,#F40909,177.6,21.4,2,1.1,17.7,1.8,5.1,33,7.48,,,,15-37,"Apr 10, 2015"
592,Maverick,Dynamic Discs,Fairway Driver,17,7,4,-1.5,2,Understable,https://www.marshallstreetdiscgolf.com/?s=maverick&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8996099.webp,maverick,dynamic-discs,control-driver,understable,#FFFFFF,#0082F4,176,21.2,1.8,1.1,17.8,1.7,5.2,35,9.53,,,,17-123,"Dec 4, 2017"
593,Max (OOP),Innova,Control Driver,16,11,3,0,5,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Max&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8026099.webp,max-oop,innova,hybrid-driver,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,
594,Maya,Infinite Discs,Control Driver,16,11,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=maya&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000063.webp,maya,infinite-discs,hybrid-driver,understable,#FFFFFF,#62054C,175.1,21.1,1.6,1.1,16.9,2.1,5.2,31,9.32,,,,20-52,"Jun 23, 2020"
595,Mayhem,Axiom Discs,Distance Driver,15,13,5,-1.5,2,Understable,https://www.marshallstreetdiscgolf.com/?s=mayhem&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1658060.webp,mayhem,axiom-discs,distance-driver,understable,#000000,#FF9595,176,21.2,1.9,1.2,16.3,2.4,5.7,27.5,12.13,,,,17-48,"Apr 13, 2017"
596,Mentor,Discmania,Control Driver,16,11,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Mentor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000034.webp,mentor,discmania,hybrid-driver,stable,#FFA813,#9A0C0C,,,,,,,,,,,,,,
597,Mercy,Latitude 64,Putter,19,2,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=mercy&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4577289.webp,mercy,latitude-64,putter,stable,#FFFFFF,#F40909,176,21.2,2.1,1.5,19.1,1.1,7.1,61.5,7.94,,,,12-24,"May 20, 2012"
598,Merlin,Daredevil Discs,Distance Driver,15,14,5,-1,4,Very Overstable,https://www.marshallstreetdiscgolf.com/product/merlin,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0529008.webp,merlin,daredevil-discs,distance-driver,very-overstable,#FFFFFF,#515151,174.3,21,1.7,1.1,16.4,2.3,5.2,26,7.03,,,,17-44,"Apr 3, 2017"
599,Mermaid,Discmania,Fairway Driver,17,7,4,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Mermaid&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000285.webp,mermaid,discmania,control-driver,stable,#FFA813,#9A0C0C,176.8,21.3,1.8,1.2,17.5,1.9,5.6,41.75,8.41,,,,22-178,"Oct 17, 2022"
600,Meteor,Discraft,Midrange,18,5,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=meteor&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4699597.webp,meteor,discraft,midrange,understable,#FF3737,#000000,,,,,,,,,,,,,,
601,Meteor Hammer,Yikun,Putter,19,2,3,0,0,Stable,https://www.marshallstreetdiscgolf.com/?s=meteor+hammer&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/4444446.webp,meteor-hammer,yikun,putter,stable,#006A6E,#FF6F8C,,,,,,,,,,,,,,
602,Method,Discmania,Midrange,18,5,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=method&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1010112.webp,method,discmania,midrange,overstable,#FFA813,#9A0C0C,180.1,21.7,1.9,1.4,19,1.3,6.5,44,10.23,,,,19-39,"May 1, 2019"
