id,name,brand,category,category id,speed,glide,turn,fade,stability,link,pic,name_slug,brand_slug,category_slug,stability_slug,color,background_color,jr_maxweight,jr_diameter,jr_height,jr_rimdepth,jr_rimwidth,Rim Thickness (cm),Rim Depth / Diameter Ratio (%),Rim Configuration,Flexibility (kg),Class,Max Weight Vint (gr),Last Year Production,Certification Number,jr_pdgaapproval,pdga_match_tier,pdga_match_confidence,pdga_disc_model,pdga_manufacturer,pdga_approved_date,pdga_certification_number,pdga_class,pdga_diameter_cm,pdga_height_cm,pdga_rim_depth_cm,pdga_inside_rim_diameter_cm,pdga_rim_thickness_cm,pdga_rim_depth_diameter_ratio_pct,pdga_max_weight_gr,pdga_max_weight_vint_gr,pdga_flexibility_kg,pdga_rim_configuration,pdga_last_year_production,pdga_brand_suggested,pdga_brand_differs_from_merged
57,Armadillo,Lone Star Discs,Putter,19,1,2,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=armadillo&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000156.webp,armadillo,lone-star-discs,putter,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Armadillo,Lone Star Disc,"Jan 31, 2022",22-16,,21.3,1.9,1.4,19.6,0.8,6.6,176.8,,4.89,90.75,,Lone Star Disc,yes
58,Arowana,Elevation Disc Golf,Putter,19,3,3,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Arowana&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000307.webp,arowana,elevation-disc-golf,putter,stable,#FFFFFF,#6A431D,175.1,21.1,1.8,1.3,19.1,1,6.2,62.25,0.91,,,,22-194,"Nov 7, 2022",A_name_brand,high,Arowana,Elevation Disc Golf,"Nov 7, 2022",22-194,,21.1,1.8,1.3,19.1,1.0,6.2,175.1,,0.91,62.25,,Elevation Disc Golf,no
59,Arrowhead,Sacred Discs,Midrange,18,4,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Arrowhead&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000363.webp,arrowhead,sacred-discs,midrange,stable,#0E1774,#B4CDFF,175.1,21.1,1.6,1.3,18.7,1.2,6.2,53.5,9.55,,,,23-184,"Jul 17, 2023",A_name_brand,high,Arrowhead,Sacred Discs,"Jul 17, 2023",23-184,,21.1,1.6,1.3,18.7,1.2,6.2,175.1,,9.55,53.50,,Sacred Discs,no
60,Artemis,Lone Star Discs,Approach Discs,20,4,4,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=artemis&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000356.webp,artemis,lone-star-discs,approach-discs,very-overstable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Artemis,Lone Star Disc,"May 15, 2023",23-140,,21.1,2.0,1.4,18.8,1.2,6.6,175.1,,8.18,50.50,,Lone Star Disc,yes
61,Artifact,Infinite Discs,Putter,19,2,3,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=artifact&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000537.webp,artifact,infinite-discs,putter,understable,#FFFFFF,#62054C,176,21.2,2.1,1.5,19.2,1,7.1,72.5,6.7,,,,25-86,"Jun 2, 2025",A_name_brand,high,Artifact,Infinite Discs,"Jun 2, 2025",25-86,,21.2,2.1,1.5,19.2,1.0,7.1,176.0,,6.70,72.50,,Infinite Discs,no
62,Ascend,Streamline,Fairway Driver,17,6,5,-3,0.5,Very Understable,https://www.marshallstreetdiscgolf.com/?s=Ascend&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000206.webp,ascend,streamline,control-driver,very-understable,#012219,#ACFFBA,,,,,,,,,,,,,,,A_name_brand,high,Ascend,Streamline Discs,"Mar 21, 2022",22-41,,21.2,1.8,1.2,17.8,1.7,5.7,176.0,,8.52,38.00,,Streamline Discs,no
63,Assassin,Gateway,Fairway Driver,17,9,6,-1.5,1,Understable,https://www.marshallstreetdiscgolf.com/?s=assassin&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9100613.webp,assassin,gateway,control-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Assassin (retooled),Gateway Disc Sports,"May 19, 2014",14-49,,21.0,1.9,1.1,17.1,1.9,5.2,174.3,,8.62,34.50,,Gateway Disc Sports,no
64,Astra,Millennium,Control Driver,16,11,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=astra&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7569533.webp,astra,millennium,hybrid-driver,stable,#000000,#FF0974,,,,,,,,,,,,,,,B_name_unique,medium,Astra,Millennium Golf Discs,"Jun 17, 2011",11-24,,21.1,1.5,1.2,16.7,2.2,5.7,175.1,,8.28,28.25,,Millennium Golf Discs,yes
65,Astra-X,Millennium,Control Driver,16,11,5,0,4,Overstable,https://www.marshallstreetdiscgolf.com/?s=astra-x&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7569534.webp,astra-x,millennium,hybrid-driver,overstable,#000000,#FF0974,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
66,Astronaut,Discmania,Distance Driver,15,12,6,-4,1,Very Understable,https://www.marshallstreetdiscgolf.com/?s=astronaut&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000092.webp,astronaut,discmania,distance-driver,very-understable,#FFA813,#9A0C0C,176,21.2,1.8,1.1,16.6,2.3,5.2,26,11.14,,,,21-24,"Feb 22, 2021",A_name_brand,high,Astronaut,Discmania,"Feb 22, 2021",21-24,,21.2,1.8,1.1,16.6,2.3,5.2,176.0,,11.14,26.00,,Discmania,no
67,Athena,Discraft,Fairway Driver,17,7,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Athena&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000266.webp,athena,discraft,control-driver,stable,#FF3737,#000000,176.8,21.3,1.5,1.1,17.7,1.8,5.2,30,11.7,,,,22-132,"Aug 1, 2022",A_name_brand,high,Athena,Discraft,"Aug 1, 2022",22-132,,21.3,1.5,1.1,17.7,1.8,5.2,176.8,,11.70,30.00,,Discraft,no
68,Atlas,Innova,Midrange,18,5,4,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=atlas&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3187912.webp,atlas,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Atlas,Innova Champion Discs,"Jun 18, 2013",13-40,,21.8,1.7,1.4,19.1,1.4,6.4,180.9,,4.42,46.25,,Innova Champion Discs,no
69,Atom,MVP,Putter,19,3,3,-0.5,0,Stable,https://www.marshallstreetdiscgolf.com/?s=atom&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/3769211.webp,atom,mvp,putter,stable,#000000,#9BF2FF,,,,,,,,,,,,,,,A_name_brand,high,Atom,MVP Disc Sports,"Dec 7, 2014",14-89,,21.1,1.9,1.4,18.8,1.1,6.6,175.1,,7.82,60.75,,MVP Disc Sports,no
70,Aura,Gateway,Distance Driver,15,12,6,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=aura&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000475.webp,aura,gateway,distance-driver,understable,#FFFFFF,#A66A17,,,,,,,,,,,,,,,A_name_brand,high,Aura (retooled),Gateway Disc Sports,"Oct 14, 2024",24-204,,21.2,1.5,1.1,16.6,2.3,5.2,176.0,,11.93,29.00,,Gateway Disc Sports,no
71,Aurora/QMS,Millennium,Midrange,18,4,5,0,0,Understable,https://www.marshallstreetdiscgolf.com/?s=aurora&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7170628.webp,auroraqms,millennium,midrange,understable,#000000,#FF0974,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
72,Avalanche,DGA,Fairway Driver,17,9,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Avalanche&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000326.webp,avalanche,dga,control-driver,very-overstable,#2876FF,#272727,,,,,,,,,,,,,,,B_name_unique,medium,Avalanche,Disc Golf Association,"Mar 20, 2023",23-79,,21.2,1.5,1.1,17.4,1.9,5.2,,,12.16,32.25,,Disc Golf Association,yes
73,Avatar,Innova,Midrange,18,5,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Avatar&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000027.webp,avatar,innova,midrange,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Avatar,Innova Champion Discs,"Oct 24, 2019",19-70,,21.7,1.8,1.4,19.0,1.1,6.6,180.1,,8.30,52.25,,Innova Champion Discs,no
74,Avenger,Discraft,Control Driver,16,10,5,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=avenger&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0830484.webp,avenger,discraft,hybrid-driver,overstable,#FF3737,#000000,176,21.2,1.7,1.2,17.4,1.9,5.7,26.25,12.25,,,,05-08,"May 3, 2005",A_name_brand,high,Avenger,Discraft,"May 3, 2005",05-08,,21.2,1.7,1.2,17.4,1.9,5.7,176.0,,12.25,26.25,,Discraft,no
75,Avenger SS,Discraft,Control Driver,16,10,5,-3,1,Understable,https://www.marshallstreetdiscgolf.com/?s=avenger+ss&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0901228.webp,avenger-ss,discraft,hybrid-driver,understable,#FF3737,#000000,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
76,Aviar Classic,Innova,Putter,19,2,3,0,0,Stable,https://www.marshallstreetdiscgolf.com/product/dx-aviar-classic,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/7781597.webp,aviar-classic,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
77,Aviar Driver,Innova,Putter,19,2,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=aviar+driver&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/2565503.webp,aviar-driver,innova,putter,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
78,Aviar P&A,Innova,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=aviar&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6275754.webp,aviar-p&a,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
79,Aviar3,Innova,Putter,19,3,2,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=aviar3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6725754.webp,aviar3,innova,putter,stable,#2A290E,#F3EB09,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
80,AviarX3,Innova,Putter,19,3,2,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=AviarX3&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6725799.webp,aviarx3,innova,putter,overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,AviarX3,Innova Champion Discs,"Sep 26, 2017",17-108,,21.3,1.8,1.6,19.3,1.0,7.5,176.8,,7.14,55.75,,Innova Champion Discs,no
81,Axe,Viking,Midrange,18,4,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=axe&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6383035.webp,axe,viking,midrange,stable,#000000,#04F40C,,,,,,,,,,,,,,,B_name_unique,medium,Axe,Viking Discs (IP-Agency Finland Oy),"Dec 29, 2016",16-86,,21.2,2.0,1.3,19.2,1.0,6.1,176.0,,8.16,57.00,,Viking Discs (IP-Agency Finland Oy),yes
82,Aztec,Infinite Discs,Control Driver,16,10,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=aztec&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000061.webp,aztec,infinite-discs,hybrid-driver,stable,#FFFFFF,#62054C,176,21.2,1.5,1.1,16.9,2.1,5.2,33,10.8,,,,19-68,"Sep 16, 2019",A_name_brand,high,Aztec,Infinite Discs,"Sep 16, 2019",19-68,,21.2,1.5,1.1,16.9,2.1,5.2,176.0,,10.80,33.00,,Infinite Discs,no
83,BB6,Lone Star Discs,Midrange,18,4,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=BB6&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000116.webp,bb6,lone-star-discs,midrange,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,BB6,Lone Star Disc,"Jul 19, 2021",21-81,,21.3,2.1,1.3,18.8,1.2,6.1,176.8,,6.14,58.50,,Lone Star Disc,yes
84,Badger,Legacy,Midrange,18,6,3,0,4,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=badger&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000107.webp,badger,legacy,midrange,very-overstable,#3831F0,#E43DD9,,,,,,,,,,,,,,,B_name_unique,medium,Badger,Legacy Discs,"Jul 19, 2021",21-80,,21.4,1.6,1.3,18.3,1.5,6.1,177.6,,9.09,42.00,,Legacy Discs,yes
85,Balance,Axiom Discs,Midrange,18,5,5,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=balance&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000503.webp,balance,axiom-discs,midrange,overstable,#000000,#FF9595,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
86,Ballista,Latitude 64,Distance Driver,15,14,5,-1,3,Stable,https://www.marshallstreetdiscgolf.com/?s=ballista&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8821038.webp,ballista,latitude-64,distance-driver,stable,#FFFFFF,#F40909,175.1,21.1,1.7,1.1,16.3,2.4,5.2,26,8.05,,,,14-93,"Dec 19, 2014",A_name_brand,high,Ballista,Latitude 64,"Dec 19, 2014",14-93,,21.1,1.7,1.1,16.3,2.4,5.2,175.1,,8.05,26.00,,Latitude 64,no
87,Ballista Pro,Latitude 64,Distance Driver,15,14,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=ballista+pro&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/8821099.webp,ballista-pro,latitude-64,distance-driver,overstable,#FFFFFF,#F40909,176,21.2,1.7,1.1,16.3,2.4,5.2,26.75,11.79,,,,17-127,"Dec 11, 2017",A_name_brand,high,Ballista Pro,Latitude 64,"Dec 11, 2017",17-127,,21.2,1.7,1.1,16.3,2.4,5.2,176.0,,11.79,26.75,,Latitude 64,no
88,Bandit,Legacy,Fairway Driver,17,9,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=bandit&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9549966.webp,bandit,legacy,control-driver,understable,#3831F0,#E43DD9,,,,,,,,,,,,,,,B_name_unique,medium,Bandit,Legacy Discs,"Sep 25, 2013",13-60,,21.3,1.5,1.1,17.3,2.0,5.2,176.8,,7.60,30.75,,Legacy Discs,yes
89,Banger GT,Discraft,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=banger&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0656924.webp,banger-gt,discraft,putter,stable,#FF3737,#000000,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
90,Banshee,Innova,Fairway Driver,17,7,3,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=banshee&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5135032.webp,banshee,innova,control-driver,very-overstable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Banshee,Innova Champion Discs,"Jan 14, 1998",98-01,,21.2,1.5,1.2,17.6,1.8,5.7,176.0,,6.58,29.25,,Innova Champion Discs,no
91,Banzai,DGA,Fairway Driver,17,8,4,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=banzai&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/5135999.webp,banzai,dga,control-driver,very-overstable,#2876FF,#272727,,,,,,,,,,,,,,,B_name_unique,medium,Banzai,Disc Golf Association,"Feb 26, 2018",18-98,,21.4,1.7,1.2,17.5,1.9,5.6,177.6,,11.34,30.00,,Disc Golf Association,yes
92,Baobab,Above Ground Level,Putter,19,4,0,1,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Baobab&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000122.webp,baobab,above-ground-level,putter,very-overstable,#CFFF30,#000000,176.8,21.3,1.7,1.3,19.1,1.1,6.1,86.5,7.39,,,,20-34,"Apr 30, 2020",A_name_brand,high,Baobab,Above Ground Level,"Apr 30, 2020",20-34,,21.3,1.7,1.3,19.1,1.1,6.1,176.8,,7.39,86.50,,Above Ground Level,no
93,Barbarian,Viking,Fairway Driver,17,7,5,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Barbarian&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000050.webp,barbarian,viking,control-driver,stable,#000000,#04F40C,,,,,,,,,,,,,,,B_name_unique,medium,Barbarian,Viking Discs (IP-Agency Finland Oy),"Oct 8, 2017",17-113,,21.3,1.8,1.2,17.6,1.9,5.6,176.8,,11.68,35.75,,Viking Discs (IP-Agency Finland Oy),yes
94,Bard,Westside Discs,Midrange,18,5,4,0,3,Overstable,https://www.marshallstreetdiscgolf.com/?s=bard&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/9782382.webp,bard,westside-discs,midrange,overstable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Bard (Laulaja1),Westside Golf Discs,"Feb 6, 2015",15-11,,21.7,1.9,1.3,18.8,1.5,6.0,180.1,,7.14,42.50,,Westside Golf Discs,yes
95,Bash,Lone Star Discs,Putter,19,2,3,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=bash&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000477.webp,bash,lone-star-discs,putter,overstable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Bash,Lone Star Disc,"Jul 22, 2024",24-146,,21.1,1.7,1.5,19.0,1.0,7.1,175.1,,5.91,72.25,,Lone Star Disc,yes
96,Bayonet,Lone Star Discs,Distance Driver,15,13,5,-2,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Bayonet&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000293.webp,bayonet,lone-star-discs,distance-driver,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Bayonet,Lone Star Disc,"Nov 28, 2022",22-214,,21.0,1.8,1.1,16.4,2.3,5.2,174.3,,7.50,26.00,,Lone Star Disc,yes
97,Bear,Westside Discs,Fairway Driver,17,8,6,-0.5,2.5,Stable,https://www.marshallstreetdiscgolf.com/?s=Bear&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000239.webp,bear,westside-discs,control-driver,stable,#FFFFFF,#014E13,,,,,,,,,,,,,,,B_name_unique,medium,Bear,Westside Golf Discs,"Oct 14, 2021",21-110,,21.2,1.8,1.2,17.4,1.9,5.7,176.0,,8.07,30.25,,Westside Golf Discs,yes
98,Bearkat,Lone Star Discs,Midrange,18,5,5,-2,1,Understable,https://www.marshallstreetdiscgolf.com/?s=Bearkat&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000382.webp,bearkat,lone-star-discs,midrange,understable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Bearkat,Lone Star Disc,"Sep 18, 2023",23-224,,21.7,1.6,1.2,19.0,1.3,5.5,180.1,,5.23,38.25,,Lone Star Disc,yes
99,Beast,Innova,Control Driver,16,10,5,-2,2,Understable,https://www.marshallstreetdiscgolf.com/?s=beast&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/6110769.webp,beast,innova,hybrid-driver,understable,#2A290E,#F3EB09,,,,,,,,,,,,,,,A_name_brand,high,Beast,Innova Champion Discs,"Dec 2, 2002",02-11,,21.2,1.4,1.1,17.1,2.0,5.2,176.0,,8.96,26.76,,Innova Champion Discs,no
100,Beaver,Daredevil Discs,Putter,19,2,3,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=beaver&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1561860.webp,beaver,daredevil-discs,putter,stable,#FFFFFF,#515151,176,21.2,2.2,1.6,19.3,0.9,7.5,50.5,3.97,,,,07-06,"Jan 19, 2007",A_name_brand,high,Beaver,Daredevil Discs,"Jan 19, 2007",07-06,,21.2,2.2,1.6,19.3,0.9,7.5,176.0,,3.97,50.50,,Daredevil Discs,no
101,Beech,Above Ground Level,Midrange,18,5,2,0,3,Very Overstable,https://www.marshallstreetdiscgolf.com/?s=Beech&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000127.webp,beech,above-ground-level,midrange,very-overstable,#CFFF30,#000000,181.8,21.9,1.8,1.3,18.7,1.6,5.9,39,10.57,,,,21-97,"Aug 30, 2021",A_name_brand,high,Beech,Above Ground Level,"Aug 30, 2021",21-97,,21.9,1.8,1.3,18.7,1.6,5.9,181.8,,10.57,39.00,,Above Ground Level,no
102,Beetle,Latitude 64,Putter,19,1,7,-1,0,Understable,https://www.marshallstreetdiscgolf.com/?s=beetle&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/1221221.webp,beetle,latitude-64,putter,understable,#FFFFFF,#F40909,181.8,21.9,2.2,1.6,20.3,0.8,7.3,89.25,3.06,,,,17-24,"Mar 8, 2017",A_name_brand,high,Beetle,Latitude 64,"Mar 8, 2017",17-24,,21.9,2.2,1.6,20.3,0.8,7.3,181.8,,3.06,89.25,,Latitude 64,no
103,Belleair,Climo Disc Golf,Midrange,18,5,4,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=belleair&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000495.webp,belleair,climo-disc-golf,midrange,overstable,#FFFFFF,#071139,180.1,21.7,1.9,1.2,18.9,1.4,5.5,42.75,8.64,,,,25-8,"Jan 20, 2025",A_name_brand,high,Belleair,Climo Disc Golf,"Jan 20, 2025",25-8,,21.7,1.9,1.2,18.9,1.4,5.5,180.1,,8.64,42.75,,Climo Disc Golf,no
104,Benny,Lone Star Discs,Putter,19,3,4,0,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Benny&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000337.webp,benny,lone-star-discs,putter,stable,#FFA5EA,#6B834B,,,,,,,,,,,,,,,B_name_unique,medium,Benny,Lone Star Disc,"Feb 20, 2023",23-54,,21.1,1.9,1.5,18.9,1.1,7.1,175.1,,6.93,58.50,,Lone Star Disc,yes
105,Berg,Kastaplast,Putter,19,1,1,0,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=berg&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0125099.webp,berg,kastaplast,putter,overstable,#000000,#21F1B9,175.1,21.1,2,1.4,19.3,0.9,6.6,87,4.31,,,,15-35,"Mar 27, 2015",A_name_brand,high,Berg,Kastaplast,"Mar 27, 2015",15-35,,21.1,2.0,1.4,19.3,0.9,6.6,175.1,,4.31,87.00,,Kastaplast,no
106,Berg X,Kastaplast,Putter,19,1,1,1,2,Overstable,https://www.marshallstreetdiscgolf.com/?s=berg+x&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000378.webp,berg-x,kastaplast,putter,overstable,#000000,#21F1B9,175.1,21.1,1.9,1.4,19.4,0.9,6.6,87.25,6.82,,,,23-148,"May 22, 2023",A_name_brand,high,Berg X,Kastaplast,"May 22, 2023",23-148,,21.1,1.9,1.4,19.4,0.9,6.6,175.1,,6.82,87.25,,Kastaplast,no
107,Berry,Clash Discs,Midrange,18,5,5,-1,1,Stable,https://www.marshallstreetdiscgolf.com/?s=Berry&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000209.webp,berry,clash-discs,midrange,stable,#FF93E9,#2516FF,177.6,21.4,1.7,1.4,18.8,1.3,6.5,50.5,8.41,,,,21-127,"Nov 22, 2021",A_name_brand,high,Berry,Clash Discs,"Nov 22, 2021",21-127,,21.4,1.7,1.4,18.8,1.3,6.5,177.6,,8.41,50.50,,Clash Discs,no
108,Berserker,Viking,Control Driver,16,10,5,-3,2,Very Understable,https://www.marshallstreetdiscgolf.com/?s=berserker&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0152099.webp,berserker,viking,hybrid-driver,very-understable,#000000,#04F40C,,,,,,,,,,,,,,,B_name_unique,medium,Berserker,Viking Discs (IP-Agency Finland Oy),"Jan 17, 2017",17-01,,21.2,1.7,1.2,17.0,2.1,5.7,176.0,,9.53,28.75,,Viking Discs (IP-Agency Finland Oy),yes
109,Bi,Yikun,Fairway Driver,17,9,5,-1,2,Stable,https://www.marshallstreetdiscgolf.com/?s=Bi&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0000226.webp,bi,yikun,control-driver,stable,#006A6E,#FF6F8C,,,,,,,,,,,,,,,B_name_unique,medium,Bi (毕方 Bi Fang),Yikun Discs,"Dec 13, 2021",21-137,,21.2,1.7,1.2,17.3,1.9,5.7,176.0,,9.32,28.75,,Yikun Discs,yes
110,Big Horn,Daredevil Discs,Putter,19,2,3,0,1,Stable,https://www.marshallstreetdiscgolf.com/?s=big+horn&post_type=product,https://s3.amazonaws.com/media.marshallstreetdiscgolf.com/inbounds/0120001.webp,big-horn,daredevil-discs,putter,stable,#FFFFFF,#515151,,,,,,,,,,,,,,,unmatched,none,,,,,,,,,,,,,,,,,,
